ID,Powiat,Województwo,Powierzchnia ha,Powierzchnia km^2,Ludność,Ludność na km^2,Pożary SUMA,Małe pożary,Średnie pożary,Duże pożary,Bardzo duże pożary,Zagrożenia SUMA,Małe zagrożenia,Lokalne zagrożenia,Średnie zagrożenia,Duże zagrożenia,Gigantyczne/klęski żywiołowe,Fałszywe alarmy SUMA,Złośliwe alarmy,W dobrej wierze,Z urządzeń,Do 30 min.,31-60 min.,61-120 min.,121-240 min.,241-720 min.,do 1 dnia,powyżej 1 dnia,Ofiary śmiertelne SUMA,Ranni SUMA,Ofiary śmiertelne (ratownicy) [pożary],Ranni ratownicy [pożary],Ofiary śmiertelne strażacy [pożary],Ranni strażacy [pożary],Ofiary śmiertelne (inne osoby) [pożary],Ranni (inne osoby) [pożary],Ofiary śmiertelne (dzieci) [pożary],Ranni (dzieci) [pożary],Ofiary śmiertelne (ratownicy) [zagrożenia],Ranni ratownicy [zagrożenia],Ofiary śmiertelne strażacy [zagrożenia],Ranni strażacy [zagrożenia],Ofiary śmiertelne (inne osoby) [zagrożenia],Ranni (inne osoby) [zagrożenia],Ofiary śmiertelne (dzieci) [zagrożenia],Ranni (dzieci) [zagrożenia],Silne wiatry,Przybory wód,Opady śniegu,Opady deszczu,Chemiczne,Ekologiczne,Radiologiczne,Budowlane,Infrastruktury komunalnej,W transporcie drogowym,W transporcie kolejowym,W transporcie lotniczym,Na obszarach wodnych,Medyczne
203,aleksandrowski,kujawsko-pomorskie,47463,475,55337,117,198,186,11,1,0,372,43,320,8,1,0,43,1,38,4,148,225,128,55,13,1,0,13,108,0,1,0,1,0,3,0,0,0,1,0,1,13,103,0,7,99,0,2,3,4,0,0,12,6,101,0,0,8,41
1741,augustowski,podlaskie,165939,1659,58669,35,242,211,29,2,0,471,59,394,18,0,0,83,3,22,58,184,265,189,55,20,0,0,12,140,0,0,0,0,0,6,0,1,0,0,0,0,12,134,0,11,116,3,2,9,2,0,0,3,4,127,3,0,35,63
2342,bartoszycki,warmińsko-mazurskie,130749,1307,58435,45,263,242,21,0,0,413,99,309,5,0,0,32,1,16,15,103,241,205,105,21,1,0,11,125,0,0,0,0,0,1,0,0,0,0,0,0,11,124,0,9,58,0,2,9,9,0,0,4,1,112,0,1,16,62
2021,bedzinski,śląskie,36413,364,149316,410,906,886,20,0,0,1627,180,1408,37,2,0,205,5,125,75,363,1170,787,163,43,5,2,24,388,0,1,0,0,7,38,0,6,0,2,0,2,17,347,1,48,118,8,0,39,78,9,0,14,27,411,1,0,15,181
707,belchatowski,łódzkie,96760,968,113028,117,283,265,16,2,0,1186,76,1092,17,1,0,105,4,39,62,280,680,370,114,22,3,0,14,240,0,3,0,2,0,5,0,0,0,0,0,0,14,232,0,36,59,1,2,18,9,5,0,4,9,144,1,0,15,85
391,Biala Podlaska,lubelskie,4940,49,57545,1165,170,167,3,0,0,273,42,230,1,0,0,24,2,13,9,126,193,87,26,10,1,0,2,104,0,2,0,2,0,7,0,2,0,0,0,0,2,95,0,13,29,0,0,0,7,0,0,4,4,113,1,0,0,22
1114,bialobrzeski,mazowieckie,63910,639,33542,52,175,164,11,0,0,291,48,242,1,0,0,28,3,24,1,48,186,165,46,21,0,0,5,76,0,1,0,1,1,4,0,0,0,0,0,0,4,71,0,6,35,4,0,9,7,1,0,0,0,80,0,0,5,42
2742,bialogardzki,zachodniopomorskie,84546,845,48041,57,396,369,24,3,0,340,31,306,2,1,0,28,4,20,4,200,272,192,57,14,1,0,11,57,0,2,0,1,0,3,0,0,0,1,0,0,11,51,2,5,54,2,0,4,19,0,0,2,4,64,0,1,4,38
1749,bialostocki,podlaskie,297644,2975,147002,49,626,591,32,1,2,696,77,590,28,1,0,137,1,25,111,110,459,552,167,32,0,2,20,327,0,4,0,3,2,19,0,2,0,0,0,0,18,304,0,42,149,1,1,21,11,2,0,4,6,279,2,0,13,145
371,bialski,lubelskie,275426,2755,111922,41,378,341,34,1,2,580,54,520,6,0,0,18,3,9,6,82,322,327,164,60,3,0,19,182,0,3,0,2,7,11,0,1,0,2,0,1,12,166,0,9,109,2,8,2,8,1,0,9,14,240,4,1,6,58
1765,Bialystok,podlaskie,10213,102,297288,2911,647,633,14,0,0,753,172,535,45,1,0,317,6,46,265,416,687,225,63,9,0,0,19,286,0,5,0,4,5,29,0,3,0,2,0,1,14,250,0,33,42,2,0,13,25,7,0,3,16,249,3,1,12,142
1767,bielski (podlaskie),podlaskie,138509,1385,55427,40,175,158,14,3,0,371,64,301,6,0,0,16,0,8,8,91,189,170,74,22,0,0,9,97,0,1,0,0,1,3,0,0,0,0,0,0,8,93,0,12,84,13,0,18,6,0,0,4,1,98,0,0,6,32
2030,bielski (slaskie),śląskie,45864,459,164003,358,434,426,8,0,0,1272,103,1142,26,1,0,173,4,131,38,229,655,620,164,37,1,0,7,282,0,3,0,0,0,24,0,1,0,0,0,0,7,255,0,31,181,31,5,143,52,3,0,13,56,367,0,1,11,50
2041,Bielsko-Biala,śląskie,12451,125,171505,1377,306,303,3,0,0,1686,196,1467,21,2,0,492,8,266,218,387,928,476,147,51,0,3,6,366,0,0,0,0,1,21,0,2,0,1,0,1,5,344,0,34,189,27,5,49,158,3,0,38,62,537,1,2,9,50
2043,bierunsko-ledzinski,śląskie,15815,158,59550,377,212,203,9,0,0,751,85,647,18,1,0,69,3,62,4,125,428,285,81,44,0,0,9,105,0,2,0,1,1,3,0,1,0,0,0,0,8,100,0,12,55,7,4,12,14,1,0,3,20,170,1,0,10,49
1555,bieszczadzki,podkarpackie,113907,1140,21891,19,67,58,9,0,0,315,27,286,2,0,0,22,0,19,3,71,145,114,39,13,0,0,2,55,0,1,0,1,0,3,0,0,0,0,0,0,2,51,0,4,57,2,52,7,1,0,0,6,4,49,0,0,1,17
393,bilgorajski,lubelskie,168110,1681,101949,61,273,249,24,0,0,427,41,380,6,0,0,40,2,22,16,95,181,269,126,29,0,0,10,174,0,0,0,0,1,11,0,0,0,2,0,2,9,161,0,13,62,0,1,13,2,1,0,7,11,134,1,0,4,63
909,bochenski,małopolskie,64856,649,106096,164,217,205,12,0,0,1028,131,888,9,0,0,56,1,25,30,143,483,463,120,36,0,0,8,151,0,1,0,1,1,5,0,0,0,0,0,0,7,145,0,15,125,37,4,63,104,1,0,8,45,204,1,0,2,70
3,boleslawiecki,dolnośląskie,130351,1304,90173,69,599,566,27,5,1,979,237,714,28,0,0,77,3,55,19,386,538,449,147,54,1,3,15,358,0,2,0,1,2,33,0,3,0,3,0,3,13,320,0,20,149,4,8,190,21,0,0,12,12,225,0,0,6,147
2349,braniewski,warmińsko-mazurskie,120165,1202,41675,35,246,232,13,1,0,669,117,551,1,0,0,17,2,9,6,215,339,237,104,19,0,1,16,76,0,2,0,1,6,10,0,1,0,0,0,0,10,64,0,9,157,4,5,11,21,0,0,13,26,64,4,0,19,51
213,brodnicki,kujawsko-pomorskie,103997,1040,78879,76,247,237,9,1,0,734,69,661,4,0,0,41,3,29,9,228,386,248,96,22,1,0,11,118,0,0,0,0,1,4,0,0,0,1,0,0,10,113,1,13,143,7,0,46,6,1,0,14,14,173,3,0,14,50
919,brzeski (malopolskie),małopolskie,59052,591,93164,158,192,178,14,0,0,805,69,726,10,0,0,23,2,20,1,127,423,335,90,21,1,0,8,161,0,0,0,0,0,9,0,2,0,1,0,0,8,151,0,27,110,0,1,25,18,1,0,7,9,212,1,1,8,60
1471,brzeski (opolskie),opolskie,87596,877,90493,103,631,594,34,3,0,743,155,578,10,0,0,100,10,80,10,254,596,398,100,20,5,1,16,240,0,2,0,0,1,15,0,2,0,1,0,1,15,222,1,19,101,0,1,23,31,3,0,5,6,165,2,0,9,142
716,brzezinski,łódzkie,35856,359,30884,86,104,102,2,0,0,587,32,538,17,0,0,44,1,30,13,119,318,192,53,9,0,0,7,100,0,0,0,0,3,4,0,0,0,1,0,0,4,95,0,10,68,1,0,29,4,1,0,3,30,108,0,0,1,56
1559,brzozowski,podkarpackie,53934,540,65938,122,108,102,5,1,0,806,50,745,9,2,0,22,1,19,2,130,393,263,98,27,2,1,5,107,0,0,0,0,1,3,0,0,0,0,0,0,4,104,0,7,61,3,28,8,7,2,0,14,8,122,0,0,6,50
2225,buski,świętokrzyskie,96800,968,72323,75,346,301,43,2,0,564,37,513,14,0,0,15,1,14,0,104,311,370,102,21,1,1,9,136,0,1,0,1,0,7,0,2,0,0,0,0,9,128,0,14,103,0,2,22,9,1,0,16,8,118,0,0,5,45
224,bydgoski,kujawsko-pomorskie,139412,1395,115981,83,473,448,23,2,0,1107,210,878,19,0,0,67,1,49,17,170,542,532,234,96,3,3,13,297,0,1,0,1,1,9,0,0,0,1,0,0,12,286,0,24,196,25,5,49,19,2,0,15,27,401,3,1,78,74
233,Bydgoszcz,kujawsko-pomorskie,17598,176,352313,2002,974,966,8,0,0,1583,329,1232,21,1,0,406,8,185,213,824,1139,477,98,19,0,0,10,394,0,2,0,2,0,33,0,7,0,3,0,1,10,356,1,29,239,4,12,32,59,3,0,21,15,471,0,0,45,83
2049,Bytom,śląskie,6944,69,168394,2425,814,806,7,1,0,1767,321,1414,29,3,0,318,29,205,84,620,1184,607,135,34,0,1,20,297,0,2,0,2,4,25,0,2,0,1,0,1,16,269,2,43,170,0,2,51,196,6,0,115,44,220,0,0,9,149
1877,bytowski,pomorskie,219207,2192,79134,36,249,233,15,0,1,1175,52,1109,14,0,0,32,4,25,3,202,542,488,156,36,0,0,12,165,0,0,0,0,0,4,0,1,0,0,0,0,12,161,0,19,112,21,2,163,19,9,0,17,3,184,0,0,16,79
408,Chelm,lubelskie,3528,35,63333,1795,142,138,4,0,0,363,85,276,2,0,0,48,2,17,29,205,224,60,10,6,0,0,3,92,0,1,0,1,0,5,0,1,0,0,0,0,3,86,1,9,31,0,0,3,2,2,0,4,3,91,2,0,2,14
235,chelminski,kujawsko-pomorskie,52694,527,52292,99,184,178,5,1,0,889,49,833,7,0,0,25,0,21,4,275,446,250,83,18,1,0,6,107,0,0,0,0,1,4,0,0,0,0,0,0,5,103,0,13,106,5,8,55,9,0,0,19,27,154,2,0,12,76
410,chelmski,lubelskie,188560,1887,78579,42,314,288,25,1,0,514,54,456,4,0,0,25,1,14,10,26,214,444,116,27,0,1,11,123,0,1,0,0,4,8,0,0,0,1,0,1,7,113,0,2,72,9,2,8,2,0,0,7,1,143,3,0,4,10
2480,chodzieski,wielkopolskie,68506,685,47341,69,146,138,6,1,1,579,85,483,11,0,0,14,2,10,2,181,261,191,69,21,2,0,10,111,0,0,0,0,0,6,0,2,0,1,0,0,10,104,1,5,63,25,2,7,14,0,0,6,5,116,0,0,4,90
1888,chojnicki,pomorskie,136421,1364,97251,71,258,245,12,1,0,1045,71,953,21,0,0,45,0,43,2,276,510,343,130,41,1,2,3,246,0,0,0,0,0,11,0,0,0,0,0,0,3,235,1,39,143,17,7,79,12,3,0,8,10,215,1,0,16,143
2051,Chorzow,śląskie,3324,33,109021,3280,390,383,4,3,0,910,108,771,30,1,0,270,10,184,76,356,609,250,60,23,2,0,12,253,0,0,0,0,2,38,0,7,0,0,0,0,10,215,0,28,81,0,0,11,90,1,0,21,21,179,1,0,1,132
2747,choszczenski,zachodniopomorskie,132763,1328,48906,37,422,389,28,5,0,374,29,340,5,0,0,29,2,26,1,196,287,213,80,17,3,0,8,108,0,2,0,1,0,8,0,2,0,0,0,0,8,98,0,21,66,4,17,31,4,1,0,4,2,83,0,0,11,44
927,chrzanowski,małopolskie,37012,370,125725,340,570,539,29,1,1,804,172,628,4,0,0,140,4,82,54,200,614,432,103,19,4,2,8,199,0,3,0,2,1,13,0,1,0,1,0,1,7,182,0,9,52,9,0,25,177,0,0,5,11,180,2,0,5,98
1121,ciechanowski,mazowieckie,105980,1060,89976,85,315,310,5,0,0,944,74,867,3,0,0,69,4,44,21,311,461,356,115,16,0,0,15,162,0,0,0,0,1,6,0,0,0,0,0,0,14,156,0,7,264,44,0,99,20,1,0,8,2,191,1,0,6,125
2053,cieszynski,śląskie,73029,730,178251,244,386,380,5,0,1,2491,221,2218,51,1,0,389,4,131,254,460,1331,818,210,47,6,5,10,402,0,5,0,2,1,20,0,2,0,3,0,1,9,374,0,30,346,55,27,175,63,12,0,22,111,457,2,0,55,202
2486,czarnkowsko-trzcianecki,wielkopolskie,180605,1805,87570,48,447,411,33,3,0,1058,57,984,17,0,0,49,0,44,5,272,593,452,143,44,1,0,12,186,0,3,0,0,0,14,0,0,0,2,0,0,12,167,0,21,110,19,12,18,7,0,0,16,14,164,3,0,4,81
2066,Czestochowa,śląskie,15971,160,224376,1405,859,828,29,2,0,2693,375,2249,68,1,0,480,8,258,214,559,1653,1016,249,71,1,3,17,487,0,0,0,0,5,53,0,10,0,0,0,0,12,434,0,43,137,4,4,67,200,4,0,20,47,574,1,0,9,107
2068,czestochowski,śląskie,152205,1521,135227,89,926,842,81,3,0,2334,247,2028,58,1,0,96,2,80,14,228,1186,1247,503,88,4,3,21,396,0,2,0,0,3,28,0,0,0,1,0,0,18,365,1,34,154,14,3,72,26,1,0,12,175,474,2,2,12,84
1894,czluchowski,pomorskie,157527,1575,56678,36,264,240,21,3,0,713,32,670,11,0,0,34,3,26,5,112,342,367,122,34,0,0,16,164,0,4,0,3,1,12,0,2,0,3,0,1,15,145,0,21,73,3,5,101,3,0,0,6,1,156,1,0,11,97
2085,Dabrowa Gornicza,śląskie,18873,189,121121,642,455,421,30,3,1,894,108,775,11,0,0,205,10,130,65,260,672,315,84,13,3,2,7,228,0,0,0,0,1,18,0,1,0,1,0,1,6,209,0,19,105,1,1,21,22,3,0,10,14,298,3,0,11,100
933,dabrowski,małopolskie,53025,530,59311,112,126,109,16,1,0,469,53,413,3,0,0,12,3,7,2,61,219,239,62,12,1,1,2,104,0,3,0,1,0,1,0,0,0,1,0,1,2,99,0,12,79,0,1,5,9,1,0,0,5,96,0,0,6,35
1566,debicki,podkarpackie,77748,777,135479,174,311,287,20,3,1,1387,459,916,12,0,0,66,0,33,33,129,638,708,166,54,2,1,7,195,0,3,0,3,0,6,0,1,0,2,0,2,7,184,0,27,138,5,3,14,24,3,0,15,412,214,1,0,15,66
2754,drawski,zachodniopomorskie,176424,1764,57729,33,379,342,33,4,0,464,51,410,3,0,0,49,3,41,5,184,306,246,88,19,0,0,18,107,0,2,0,0,1,8,0,0,0,0,0,0,17,97,0,10,98,3,1,27,15,0,0,1,6,88,1,0,18,47
2357,dzialdowski,warmińsko-mazurskie,95393,954,65772,69,192,180,10,1,1,536,38,492,6,0,0,51,4,46,1,105,295,244,73,11,0,0,17,154,0,1,0,1,0,2,0,0,0,0,0,0,17,151,0,17,73,4,1,45,10,12,0,4,6,115,2,0,10,87
10,dzierzoniowski,dolnośląskie,47851,479,102077,213,458,441,17,0,0,589,89,483,16,1,0,95,9,73,13,243,422,276,86,17,3,0,14,195,0,1,0,1,0,10,0,0,0,0,0,0,14,184,0,7,79,1,1,13,37,2,0,7,7,112,1,0,25,109
2364,Elblag,warmińsko-mazurskie,7982,80,120895,1515,356,351,5,0,0,614,171,438,5,0,0,135,3,82,50,367,389,143,51,20,0,0,22,142,0,0,0,0,1,6,0,0,0,0,0,0,21,136,0,9,41,1,0,10,35,0,0,12,1,131,0,0,16,106
2366,elblaski,warmińsko-mazurskie,141558,1416,57955,41,328,313,14,1,0,543,47,486,10,0,0,35,2,33,0,111,298,330,104,26,2,0,19,147,0,1,0,1,2,5,0,1,0,0,0,0,17,141,0,19,146,1,4,26,16,0,0,5,1,157,2,0,9,100
2376,elcki,warmińsko-mazurskie,111279,1113,91022,82,348,336,12,0,0,385,55,328,2,0,0,70,1,43,26,189,301,182,51,10,0,0,9,88,0,0,0,0,2,1,0,0,0,0,0,0,7,87,0,7,59,2,1,6,5,1,0,6,6,132,3,0,20,46
1131,garwolinski,mazowieckie,128483,1285,108981,85,332,309,23,0,0,1243,67,1162,14,0,0,102,1,57,44,135,701,544,156,39,0,0,13,272,0,0,0,0,0,15,0,2,0,0,0,0,13,257,0,23,172,8,5,40,22,1,0,11,2,267,1,0,8,120
1902,Gdansk,pomorskie,26196,262,464254,1772,1452,1417,31,3,1,3056,493,2518,45,0,0,274,7,187,80,1289,2041,881,246,37,12,2,44,923,0,3,0,3,5,58,2,4,0,2,0,3,39,860,2,84,152,4,3,86,79,13,0,21,34,899,9,8,67,644
1904,gdanski,pomorskie,79375,794,113983,144,541,498,41,0,2,849,113,718,18,0,0,45,2,34,9,224,553,432,139,39,3,0,18,247,0,3,0,2,3,8,0,2,0,1,0,0,15,235,3,23,83,6,3,46,6,1,0,5,3,269,1,0,22,122
1913,Gdynia,pomorskie,13514,135,246306,1823,591,588,3,0,0,1893,435,1429,29,0,0,229,6,102,121,642,1159,521,135,26,0,1,24,379,0,0,0,0,8,15,0,1,0,3,0,2,16,361,0,25,56,13,1,79,39,13,0,29,42,588,0,1,23,198
2382,gizycki,warmińsko-mazurskie,111951,1120,56922,51,295,279,16,0,0,487,35,444,8,0,0,57,2,47,8,169,293,215,86,19,0,0,15,126,0,0,0,0,4,7,0,0,0,0,0,0,11,119,0,5,75,1,0,10,10,3,0,3,13,136,2,0,30,38
2087,Gliwice,śląskie,13388,134,181309,1354,554,550,4,0,0,1589,265,1296,28,0,0,514,14,251,249,561,1025,388,116,41,9,3,7,299,0,1,0,1,0,19,0,1,0,2,0,2,7,277,1,32,159,1,2,52,83,5,0,19,26,328,1,0,10,171
2089,gliwicki,śląskie,66437,664,115647,174,405,389,15,1,0,1260,94,1139,27,0,0,135,7,96,32,263,736,520,116,28,2,0,12,211,0,1,0,0,1,8,0,1,0,1,0,1,11,201,0,22,145,3,0,27,44,3,0,13,16,259,0,0,15,125
18,glogowski,dolnośląskie,44327,443,89933,203,396,371,21,4,0,393,50,333,10,0,0,77,0,70,7,301,270,136,48,27,7,0,12,133,0,0,0,0,0,2,0,0,0,0,0,0,12,131,0,10,50,1,1,7,8,2,0,2,3,124,1,0,9,21
1478,glubczycki,opolskie,67263,673,46209,69,180,162,16,2,0,338,22,313,3,0,0,30,1,25,4,67,184,174,76,16,0,1,1,65,0,0,0,0,0,5,0,0,0,0,0,0,1,60,0,7,66,1,0,41,18,5,0,5,1,49,0,0,3,33
2495,gnieznienski,wielkopolskie,125503,1256,145333,116,449,420,27,1,1,1169,198,962,9,0,0,136,1,94,41,342,636,466,137,34,3,0,17,201,0,1,0,1,0,11,0,3,0,1,0,0,17,188,0,13,100,5,4,7,19,0,0,23,19,220,4,0,6,104
2389,goldapski,warmińsko-mazurskie,77229,772,27062,35,162,148,13,1,0,329,50,278,1,0,0,22,2,15,5,111,177,138,50,14,1,0,7,53,0,1,0,1,1,6,0,0,0,0,0,0,6,46,0,2,46,0,0,4,2,0,0,2,0,48,0,0,11,30
2761,goleniowski,zachodniopomorskie,161548,1616,82567,51,576,558,12,5,1,553,103,446,4,0,0,50,0,30,20,264,423,301,104,34,2,1,19,218,0,1,0,1,0,4,0,0,0,0,0,0,19,213,0,12,92,5,8,5,8,0,0,1,1,182,1,0,7,89
243,golubsko-dobrzynski,kujawsko-pomorskie,61285,613,45289,74,151,136,11,2,2,730,22,707,1,0,0,27,0,16,11,179,354,231,89,27,1,0,9,74,0,3,0,1,0,2,0,0,0,1,0,1,9,68,0,11,123,2,7,71,6,0,0,10,6,106,1,0,8,23
941,gorlicki,małopolskie,96646,966,109076,113,334,307,26,0,1,938,95,838,5,0,0,57,0,25,32,242,535,343,110,38,3,1,4,185,0,1,0,1,0,9,0,0,0,0,0,0,4,175,0,24,60,2,15,19,143,3,0,2,12,176,0,0,5,68
25,gorowski,dolnośląskie,73827,738,35473,48,236,211,24,1,0,290,55,229,6,0,0,14,2,12,0,70,185,188,62,20,1,0,3,80,0,1,0,0,0,4,0,0,0,0,0,0,3,75,0,6,55,0,0,0,2,0,0,7,2,72,0,0,7,36
617,Gorzow Wielkopolski,lubuskie,8572,86,124295,1450,462,453,7,2,0,753,285,465,3,0,0,249,1,139,109,380,535,205,73,20,1,1,8,162,0,2,0,2,2,18,0,0,0,0,0,0,6,142,0,25,62,2,1,39,21,1,0,8,9,132,0,0,10,92
609,gorzowski,lubuskie,121423,1214,71438,59,592,554,35,3,0,833,214,619,0,0,0,75,1,62,12,238,588,408,144,39,5,3,11,153,0,1,0,0,3,8,0,1,0,0,0,0,8,144,0,15,87,3,5,15,5,0,0,5,7,131,0,0,19,58
1146,gostyninski,mazowieckie,61481,615,45461,74,164,150,12,2,0,653,67,582,3,1,0,30,0,22,8,143,358,220,72,22,2,0,9,79,0,1,0,1,2,0,0,0,0,0,0,0,7,78,0,10,148,17,3,19,5,2,0,9,8,90,1,0,4,40
2506,gostynski,wielkopolskie,81025,810,76087,94,121,117,4,0,0,673,48,616,9,0,0,37,0,21,16,208,338,186,47,13,2,0,6,129,0,0,0,0,1,3,0,0,0,2,0,1,5,124,0,10,54,2,2,12,14,0,0,5,0,108,0,1,1,54
1776,grajewski,podlaskie,96762,968,47781,49,167,159,8,0,0,463,67,387,9,0,0,39,1,27,11,134,199,170,80,43,4,0,7,104,0,0,0,0,1,4,0,0,0,1,0,2,6,99,0,4,68,3,2,39,3,0,0,3,5,136,0,0,12,38
1152,grodziski (mazowieckie),mazowieckie,36704,367,92847,253,435,422,11,1,1,880,108,769,3,0,0,110,1,51,58,248,560,381,103,22,1,0,7,178,0,0,0,0,1,13,0,3,0,2,0,1,6,163,0,12,183,2,1,4,44,1,0,4,30,241,3,0,2,123
2514,grodziski (wielkopolskie),wielkopolskie,64187,642,51701,81,110,103,6,1,0,440,22,412,6,0,0,47,1,15,31,113,220,145,58,14,0,0,4,108,0,1,0,1,0,3,0,0,0,1,0,1,4,103,0,9,43,0,1,4,5,0,0,3,5,84,1,0,4,66
1159,grojecki,mazowieckie,126773,1268,98701,78,506,470,32,3,1,850,66,777,7,0,0,148,5,103,40,219,516,396,179,43,3,0,24,233,0,2,0,0,1,11,0,0,0,0,0,0,23,220,0,13,108,2,1,43,8,0,0,4,6,269,0,0,6,78
250,Grudziadz,kujawsko-pomorskie,5776,58,95629,1656,353,349,4,0,0,738,170,560,6,2,0,113,9,56,48,508,370,142,50,20,1,0,5,121,0,0,0,0,1,11,0,0,0,0,0,0,4,110,0,6,58,0,0,8,42,1,0,19,5,109,0,0,13,63
252,grudziadzki,kujawsko-pomorskie,72776,728,40368,55,177,164,12,1,0,822,64,748,10,0,0,15,5,10,0,170,435,254,116,24,0,0,5,143,0,0,0,0,0,6,0,1,0,1,0,0,5,136,0,20,159,4,1,16,6,0,0,1,7,169,2,0,7,50
2768,gryficki,zachodniopomorskie,101737,1017,60885,60,535,501,33,1,0,440,79,361,0,0,0,87,13,48,26,268,391,208,83,23,1,1,6,108,0,2,0,1,1,21,0,7,0,0,0,0,5,85,0,7,68,0,7,27,10,0,0,4,2,84,1,0,12,33
2775,gryfinski,zachodniopomorskie,186911,1870,82951,44,742,678,59,5,0,673,67,603,3,0,0,96,4,82,10,227,512,446,169,54,5,1,10,110,0,0,0,0,1,7,0,0,0,1,0,0,9,102,0,10,163,0,5,65,9,0,0,2,4,125,1,0,17,33
1783,hajnowski,podlaskie,162353,1624,43745,27,212,195,17,0,0,372,54,314,4,0,0,40,1,15,24,91,188,184,87,29,5,0,5,64,0,0,0,0,3,15,0,0,0,2,0,2,2,47,0,4,128,2,4,3,0,0,0,10,1,52,0,0,9,33
426,hrubieszowski,lubelskie,126802,1268,64428,51,187,168,19,0,0,624,34,590,0,0,0,19,1,17,1,89,211,340,141,30,0,0,4,45,0,0,0,0,3,11,0,0,0,0,0,0,1,34,0,0,142,2,6,14,2,0,0,4,10,70,1,0,6,3
2393,ilawski,warmińsko-mazurskie,138522,1385,92811,67,309,296,12,1,0,532,71,450,11,0,0,127,6,61,60,165,286,244,124,20,2,0,14,212,0,0,0,0,1,8,0,1,0,0,0,0,13,204,0,14,135,2,3,27,11,1,0,6,7,185,1,0,22,92
259,inowroclawski,kujawsko-pomorskie,122518,1225,161591,132,564,526,36,1,1,980,102,867,11,0,0,84,4,61,19,324,539,468,164,43,4,2,11,298,0,2,0,0,1,17,0,5,0,2,0,1,10,277,0,20,150,6,1,82,13,0,0,23,12,320,4,1,5,121
435,janowski,lubelskie,87528,875,46306,53,148,133,15,0,0,340,62,273,5,0,0,10,1,7,2,49,174,178,71,15,1,0,6,83,0,0,0,0,1,4,0,0,0,0,0,1,5,79,0,13,33,1,2,10,2,2,0,6,2,80,1,0,4,43
2520,jarocinski,wielkopolskie,58729,587,71741,122,182,176,6,0,0,621,58,550,13,0,0,12,0,6,6,142,350,235,65,9,2,0,11,136,0,0,0,0,0,2,0,0,0,0,0,0,11,134,0,12,69,4,1,28,7,0,0,9,4,110,0,1,5,83
1574,jaroslawski,podkarpackie,102866,1029,120980,118,242,234,7,1,0,791,90,694,7,0,0,62,1,40,21,147,392,315,120,55,3,1,11,228,0,0,0,0,0,8,0,0,0,0,0,0,11,220,0,20,70,2,21,19,22,1,0,8,25,203,0,0,14,78
1586,jasielski,podkarpackie,83087,831,114156,137,514,494,19,1,0,829,33,778,18,0,0,46,3,22,21,223,575,407,110,26,1,1,14,239,0,0,0,0,2,12,0,0,0,0,0,0,12,227,1,20,120,2,8,32,13,1,0,10,9,174,0,0,7,112
2098,Jastrzebie-Zdroj,śląskie,8533,85,89590,1050,260,251,6,2,1,983,168,796,19,0,0,136,5,84,47,218,555,325,112,33,0,0,5,153,0,1,0,1,0,12,0,0,0,0,0,0,5,140,0,17,124,16,1,35,90,1,0,8,25,156,0,0,0,80
30,jaworski,dolnośląskie,58155,582,50947,88,301,284,16,1,0,604,189,386,29,0,0,61,2,57,2,150,274,310,124,46,1,0,9,220,0,0,0,0,1,4,0,0,0,1,0,1,8,215,0,22,102,0,2,9,11,4,0,16,34,165,1,0,11,71
2100,Jaworzno,śląskie,15259,153,92090,604,300,291,8,1,0,728,71,648,8,1,0,124,4,80,40,168,476,287,65,25,5,2,10,163,0,1,0,1,4,15,0,0,0,1,0,1,6,146,0,16,74,0,0,21,12,0,0,8,12,152,0,0,3,67
2234,jedrzejowski,świętokrzyskie,125696,1257,86560,69,309,285,22,2,0,477,40,428,9,0,0,21,2,18,1,64,255,338,99,29,0,1,15,146,0,0,0,0,0,5,0,0,0,1,0,0,15,140,0,12,64,0,1,12,9,0,0,10,6,133,3,0,4,45
37,Jelenia Gora,dolnośląskie,10922,109,80072,733,442,428,12,1,1,628,174,439,15,0,0,68,3,58,7,285,441,243,71,26,4,0,9,95,0,1,0,1,3,8,0,3,0,1,0,0,6,85,0,5,127,1,1,12,41,3,0,21,6,95,1,0,5,65
39,jeleniogorski,dolnośląskie,62714,627,64178,102,437,415,21,1,0,776,180,578,18,0,0,58,1,52,5,162,423,435,146,45,1,1,11,146,0,1,0,1,0,15,0,0,0,0,0,0,11,130,1,20,320,3,4,9,23,14,0,18,6,152,0,1,20,67
2525,kaliski,wielkopolskie,115999,1160,83124,72,377,345,29,3,0,629,33,571,25,0,0,21,0,10,11,86,314,406,171,28,0,1,10,162,0,5,0,1,0,6,0,0,0,0,0,0,10,151,0,21,56,2,0,8,5,0,0,9,9,150,2,0,7,83
2537,Kalisz,wielkopolskie,6942,69,101625,1464,289,286,3,0,0,871,177,678,15,1,0,121,2,44,75,356,495,254,41,13,1,0,22,134,0,1,0,1,4,4,0,0,0,1,0,1,18,128,0,7,17,0,0,4,71,1,0,4,12,138,0,0,13,101
49,kamiennogorski,dolnośląskie,39569,396,43999,111,386,363,21,2,0,712,449,255,8,0,0,53,5,31,17,202,422,402,55,16,1,0,7,55,0,0,0,0,0,6,0,1,0,0,0,0,7,49,0,7,56,3,2,5,20,2,0,10,368,55,0,0,3,33
